"Manufacturer";"Varient";"Details";"India_Locations";"Model";"Distance_Travelled";"Fuel_Type";"Engine_Capacity";"Transmission";"Price_INR"
"Toyota";"Vitz";"F 1.0 ";"Hyderabad";"2019";"82000";"Petrol";"1000";"Automatic";"4480000"
"Suzuki";"Mehran";"VXR Euro II ";"Hyderabad";"2018";"65000";"Petrol";"800";"Manual";"1350000"
"Toyota";"Corolla";"Altis Grande CVT-i 1.8 ";"Hyderabad";"2018";"70000";"Petrol";"1800";"Automatic";"5550000"
"Toyota";"Corolla";"GLi 1.3 VVTi ";"Hyderabad";"2012";"250000";"Petrol";"1300";"Manual";"2250000"
"Toyota";"Corolla";"GLi 1.3 VVTi ";"Hyderabad";"2017";"83000";"Petrol";"1300";"Manual";"4000000"
"Suzuki";"Cultus";"VXL ";"Hyderabad";"2003";"48000";"Petrol";"1000";"Manual";"710000"
"Daihatsu";"Mira";"X ";"Hyderabad";"2018";"24000";"Petrol";"660";"Automatic";"3150000"
"Honda";"Vezel";"Hybrid Z ";"Hyderabad";"2016";"74000";"Hybrid";"1500";"Automatic";"6350000"
"Daihatsu";"Hijet";"Special ";"Hyderabad";"2015";"160475";"Petrol";"660";"Automatic";"1650000"
"Honda";"Vezel";"Hybrid Z ";"Hyderabad";"2016";"74000";"Hybrid";"1500";"Automatic";"6350000"
"Suzuki";"Cultus";"EURO II ";"Hyderabad";"2012";"52000";"Petrol";"1000";"Manual";"1475000"
"Suzuki";"Mehran";"VX Euro II ";"Hyderabad";"2016";"48453";"Petrol";"796";"Manual";"1175000"
"Daihatsu";"Move";"X ";"Hyderabad";"2014";"100000";"Petrol";"660";"Automatic";"2000000"
"Toyota";"Allion";"A15 ";"Hyderabad";"2007";"350000";"Petrol";"1500";"Automatic";"2800000"
"Nissan";"Moco";"Dolce X ";"Hyderabad";"2016";"135000";"Petrol";"660";"Automatic";"1950000"
"Suzuki";"Alto";"VXR ";"Hyderabad";"2021";"20500";"Petrol";"660";"Manual";"2375000"
"Suzuki";"Bolan";"VX Euro II ";"Hyderabad";"2016";"78000";"Petrol";"800";"Manual";"1000000"
"Toyota";"Corolla";"XLi VVTi Limited Edition ";"Hyderabad";"2011";"12345";"Petrol";"1300";"Manual";"2690000"
"Honda";"City";"1.5L ASPIRE CVT ";"Hyderabad";"2022";"8200";"Petrol";"1497";"Automatic";"5650000"
"Toyota";"Corolla";"Altis X Automatic 1.6 ";"Hyderabad";"2022";"17000";"Petrol";"1600";"Automatic";"6200000"
"Honda";"Civic";"Oriel ";"Hyderabad";"2022";"29000";"Petrol";"1498";"Automatic";"8350000"
"Honda";"Civic";"Oriel ";"Hyderabad";"2022";"29000";"Petrol";"1498";"Automatic";"8350000"
"Toyota";"Prado";"TX L Package 2.7 ";"Hyderabad";"2018";"27000";"Petrol";"2700";"Automatic";"32000000"
"Toyota";"Corolla";"Altis Grande CVT-i 1.8 ";"Hyderabad";"2020";"57000";"Petrol";"1800";"Automatic";"6000000"
"Daihatsu";"Move";"Custom X ";"Hyderabad";"2019";"21000";"Petrol";"660";"Automatic";"3400000"
"Honda";"Civic Reborn";"VTi Prosmatec 1.8 i-VTEC ";"Hyderabad";"2008";"127000";"Petrol";"1800";"Automatic";"1825000"
"Suzuki";"Alto";"VXR ";"Hyderabad";"2022";"24900";"Petrol";"660";"Manual";"2500000"
"Suzuki";"Alto";"VXR ";"Hyderabad";"2006";"170000";"Petrol";"1000";"Manual";"750000"
"Honda";"Civic";"Turbo 1.5 VTEC CVT ";"Hyderabad";"2017";"75000";"Petrol";"1500";"Automatic";"6050000"
"Honda";"Vezel";"Hybrid Z Honda Sensing  ";"Hyderabad";"2016";"79000";"Petrol";"1500";"Automatic";"6050000"
"MG";"HS";"Trophy ";"Hyderabad";"2021";"41000";"Petrol";"1500";"Automatic";"6950000"
"Daihatsu";"Move";"Custom X ";"Hyderabad";"2021";"12500";"Petrol";"660";"Automatic";"4250000"
"Daihatsu";"Move";"Custom X ";"Hyderabad";"2021";"12500";"Petrol";"660";"Automatic";"4250000"
"Daihatsu";"Move";"L SA 3 ";"Hyderabad";"2021";"16500";"Petrol";"658";"Automatic";"3950000"
"Suzuki";"Liana";"LXi Sport ";"Hyderabad";"2007";"151000";"Petrol";"1300";"Manual";"910000"
"Honda";"City";"1.3 i-VTEC ";"Hyderabad";"2018";"120000";"Petrol";"1300";"Manual";"3300000"
"Suzuki";"Alto";"VXR ";"Hyderabad";"2021";"44000";"Petrol";"660";"Manual";"2400000"
"Toyota";"Passo";"X L Package S  ";"Hyderabad";"2018";"59000";"Petrol";"1000";"Automatic";"4300000"
"Mitsubishi";"Pajero Mini";"Limited ";"Hyderabad";"2008";"80000";"Petrol";"660";"Automatic";"2050000"
"Suzuki";"Wagon R";"VXR ";"Hyderabad";"2021";"24000";"Petrol";"1000";"Manual";"2650000"
"Toyota";"Aqua";"S ";"Hyderabad";"2018";"57000";"Hybrid";"1500";"Automatic";"5250000"
"Toyota";"Hilux";"Revo V Automatic 3.0  ";"Hyderabad";"2017";"57680";"Diesel";"3000";"Automatic";"10800000"
"Hyundai";"Sonata";"2.5";"Hyderabad";"2022";"15000";"Petrol";"2497";"Automatic";"11600000"
"Suzuki";"Alto";"VXR (CNG) ";"Hyderabad";"2011";"131000";"Petrol";"1000";"Manual";"1250000"
"Honda";"Civic";"VTi Oriel Prosmatec 1.8 i-VTEC ";"Hyderabad";"2007";"275000";"Petrol";"1800";"Automatic";"2350000"
"Honda";"Civic";"VTi Oriel Prosmatec 1.8 i-VTEC ";"Hyderabad";"2016";"90000";"Petrol";"1800";"Automatic";"4625000"
"Toyota";"Land Cruiser";"VX Limited 4.7 ";"Hyderabad";"1999";"100000";"Petrol";"4700";"Automatic";"8500000"
"Suzuki";"Mehran";"VX Euro II ";"Hyderabad";"2016";"95000";"Petrol";"800";"Manual";"1120000"
"Suzuki";"Mehran";"VXR ";"Hyderabad";"2011";"80000";"Petrol";"800";"Manual";"675000"
"Toyota";"Prado";"TX Limited 3.4 ";"Hyderabad";"2003";"170000";"Petrol";"3378";"Automatic";"7900000"
"Suzuki";"APV";"GLX ";"Hyderabad";"2014";"275170";"Petrol";"1600";"Manual";"3500000"
"Honda";"City";"Aspire Prosmatec 1.5 i-VTEC ";"Hyderabad";"2019";"59500";"Petrol";"1500";"Automatic";"3950000"
"Toyota";"Corolla";"GLi 1.3 VVTi ";"Hyderabad";"2010";"145832";"Petrol";"1300";"Manual";"2425000"
"Toyota";"Corolla";"XLi Automatic ";"Hyderabad";"2019";"51000";"Petrol";"1300";"Automatic";"4500000"
"Suzuki";"Wagon R";"Hybrid FX ";"Hyderabad";"2020";"16000";"Hybrid";"660";"Automatic";"3800000"
"Honda";"Civic";"Oriel 1.8 i-VTEC CVT ";"Hyderabad";"2018";"54000";"Petrol";"1800";"Automatic";"5600000"
"Honda";"Zest";"G Turbo ";"Hyderabad";"2011";"123456";"Petrol";"660";"Automatic";"2050000"
"Honda";"Civic";"1.5 RS Turbo ";"Hyderabad";"2019";"44000";"Petrol";"1500";"Automatic";"6800000"
"Suzuki";"Alto";"VXR ";"Hyderabad";"2005";"123456";"Petrol";"1000";"Manual";"650000"
"Toyota";"Corolla";"GLi 1.3 VVTi ";"Hyderabad";"2012";"86000";"Petrol";"1300";"Manual";"2400000"
"Toyota";"Vitz";"F 1.0 ";"Hyderabad";"2011";"112000";"Petrol";"1000";"Automatic";"2500000"
"Suzuki";"Wagon R";"VXR ";"Hyderabad";"2018";"36500";"Petrol";"1000";"Manual";"2550000"
"Honda";"Civic";"VTi Prosmatec 1.8 i-VTEC ";"Hyderabad";"2012";"150000";"Petrol";"1800";"Automatic";"3400000"
"Suzuki";"Cultus";"VXL ";"Hyderabad";"2005";"125000";"Petrol";"1000";"Manual";"700000"
"Honda";"Civic Reborn";"VTi Prosmatec 1.8 i-VTEC ";"Hyderabad";"2008";"150000";"Petrol";"1800";"Automatic";"1850000"
"Toyota";"Corolla";"Altis 1.6 X CVT-i ";"Hyderabad";"2023";"1200";"Petrol";"1600";"Automatic";"6990000"
"Toyota";"Corolla";"2.0D ";"Hyderabad";"2005";"150000";"Diesel";"2000";"Manual";"1600000"
"Honda";"Civic";"1.5 VTEC Turbo Oriel ";"Hyderabad";"2022";"7000";"Petrol";"1500";"Automatic";"8450000"
"Honda";"Civic";"VTi Oriel Prosmatec 1.8 i-VTEC ";"Hyderabad";"2009";"170000";"Petrol";"1800";"Automatic";"2450000"
"Daihatsu";"Tanto";"Custom L ";"Hyderabad";"2007";"160000";"Petrol";"660";"Automatic";"1650000"
"Honda";"HR-V";"VTi-S ";"Hyderabad";"2023";"2000";"Petrol";"1500";"Automatic";"8200000"
"Suzuki";"Cultus";"VXL ";"Hyderabad";"2017";"125000";"Petrol";"1000";"Manual";"2475000"
"Honda";"Civic";"VTi Oriel 1.8 i-VTEC ";"Hyderabad";"2007";"108000";"Petrol";"1800";"Manual";"1850000"
"Honda";"HR-V";"VTi-S ";"Hyderabad";"2023";"2000";"Petrol";"1500";"Automatic";"8200000"
"Toyota";"Corolla";"GLi 1.3 ";"Hyderabad";"2006";"100000";"Petrol";"1300";"Manual";"1650000"
"Suzuki";"Cultus";"VXRi (CNG) ";"Hyderabad";"2012";"45000";"Petrol";"1000";"Manual";"1450000"
"Toyota";"Corolla";"Altis SR Cruisetronic 1.8 ";"Hyderabad";"2008";"150000";"Petrol";"1800";"Automatic";"2800000"
"Suzuki";"Alto";"VXL AGS ";"Hyderabad";"2020";"70000";"Petrol";"660";"Automatic";"2550000"
"Honda";"Civic";"Oriel 1.8 i-VTEC CVT ";"Hyderabad";"2019";"102000";"Petrol";"1800";"Automatic";"5350000"
"BMW";"X";"sDrive18i ";"Hyderabad";"2019";"80000";"Petrol";"1500";"Automatic";"12500000"
"Toyota";"Corolla";"XLi VVTi Limited Edition ";"Hyderabad";"2011";"220000";"Petrol";"1300";"Manual";"2100000"
"Suzuki";"Alto";"VXR ";"Hyderabad";"2019";"60000";"Petrol";"660";"Manual";"2140000"
"Toyota";"Vitz";"F 1.0 ";"Hyderabad";"2017";"44200";"Petrol";"996";"Automatic";"4300000"
"Honda";"Civic";"EXi ";"Hyderabad";"2005";"188000";"Petrol";"1500";"Manual";"1600000"
"Honda";"Civic";"1.5 RS Turbo ";"Hyderabad";"2022";"52000";"Petrol";"1500";"Automatic";"9000000"
"KIA";"Picanto";"1.0 MT ";"Hyderabad";"2021";"37500";"Petrol";"1000";"Manual";"2800000"
"Honda";"City";"1.3 i-VTEC ";"Hyderabad";"2017";"112000";"Petrol";"1300";"Manual";"3150000"
"Toyota";"Vitz";"F Safety 1.0 ";"Hyderabad";"2018";"72000";"Petrol";"1000";"Automatic";"4150000"
"Suzuki";"Alto";"VX ";"Hyderabad";"2020";"55000";"Petrol";"660";"Manual";"2250000"
"Honda";"Civic";"Oriel 1.8 i-VTEC CVT ";"Hyderabad";"2019";"67000";"Petrol";"1800";"Automatic";"5950000"
"Toyota";"Corolla";"Altis Grande X CVT-i 1.8 Black Interior ";"Hyderabad";"2022";"34000";"Petrol";"1798";"Automatic";"7300000"
"Honda";"City";"i-DSI Vario ";"Hyderabad";"2005";"190000";"Petrol";"1300";"Automatic";"1750000"
"Honda";"City";"1.2L CVT ";"Hyderabad";"2021";"59688";"Petrol";"1200";"Automatic";"4465000"
"Suzuki";"Every";"PC ";"Hyderabad";"2018";"59000";"Petrol";"660";"Manual";"2400000"
"Suzuki";"Cultus";"VXR ";"Hyderabad";"2005";"5000";"Petrol";"1000";"Manual";"660000"
"Suzuki";"Cultus";"VXL ";"Hyderabad";"2019";"40000";"Petrol";"1000";"Manual";"2550000"
"Toyota";"Yaris";"ATIV CVT 1.3 ";"Hyderabad";"2021";"43000";"Petrol";"1300";"Automatic";"4300000"
"Toyota";"Corolla";"GLi 1.3 VVTi ";"Hyderabad";"2015";"85000";"Petrol";"1300";"Manual";"3500000"
"Proton";"Saga";"1.3L R3 M/T ";"Hyderabad";"2021";"34000";"Petrol";"1300";"Manual";"3000000"
"Suzuki";"APV";"GLX ";"Hyderabad";"2008";"88500";"Petrol";"1600";"Manual";"1600000"
"Suzuki";"Mehran";"VXR ";"Hyderabad";"1992";"550";"Petrol";"800";"Manual";"398000"
"Daihatsu";"Charade";"CL ";"Hyderabad";"1985";"255555";"Petrol";"1000";"Manual";"230000"
"Suzuki";"Mehran";"VXR Euro II ";"Hyderabad";"2018";"67000";"Petrol";"800";"Manual";"1400000"
"MG";"HS";"Trophy ";"Hyderabad";"2022";"25000";"Petrol";"1500";"Automatic";"6970000"
"MG";"HS";"Essence ";"Hyderabad";"2023";"7000";"Petrol";"1490";"Automatic";"8300000"
"Audi";"A";"1.4 TFSI  ";"Hyderabad";"2019";"11000";"Petrol";"1400";"Automatic";"16500000"
"Audi";"A";"1.4 TFSI  ";"Hyderabad";"2019";"11000";"Petrol";"1400";"Automatic";"16500000"
"Honda";"Civic";"Oriel 1.8 i-VTEC CVT ";"Hyderabad";"2018";"62000";"Petrol";"1800";"Automatic";"5380000"
"Hyundai";"Elantra";"GL ";"Hyderabad";"2023";"100";"Petrol";"1591";"Automatic";"6690000"
"Suzuki";"Swift";"GLX CVT ";"Hyderabad";"2023";"5400";"Petrol";"1242";"Automatic";"4855000"
"Honda";"Civic";"EXi ";"Hyderabad";"2003";"2000";"Petrol";"1500";"Automatic";"1475000"
"Mercedes";"Benz C Class";"C180 ";"Hyderabad";"1994";"206508";"Petrol";"1800";"Manual";"1600000"
"Suzuki";"Alto";"E ";"Hyderabad";"2010";"91000";"Petrol";"660";"Automatic";"2150000"
"Suzuki";"Cultus";"EURO II ";"Hyderabad";"2016";"80000";"Petrol";"1000";"Manual";"1650000"
"Honda";"Civic";"VTi Prosmatec 1.6 ";"Hyderabad";"2004";"163000";"Petrol";"1600";"Automatic";"1370000"
"Toyota";"Hilux";"Revo Rocco ";"Hyderabad";"2022";"37000";"Diesel";"2800";"Automatic";"15300000"
"Suzuki";"Mehran";"VX ";"Hyderabad";"2006";"57000";"Petrol";"800";"Manual";"535000"
"Honda";"Civic";"VTi Oriel 1.6 ";"Hyderabad";"1999";"265000";"Petrol";"1600";"Manual";"1350000"
"Honda";"Vezel";"Hybrid Z ";"Hyderabad";"2014";"125000";"Hybrid";"1500";"Automatic";"4600000"
"Toyota";"Tank";"G Turbo  ";"Hyderabad";"2020";"14000";"Petrol";"1000";"Automatic";"4200000"
"Toyota";"Corolla";"Altis Grande X CVT-i 1.8 Beige Interior ";"Hyderabad";"2021";"23303";"Petrol";"1799";"Automatic";"6700000"
"Suzuki";"Alto";"VXR ";"Hyderabad";"2020";"37000";"Petrol";"660";"Manual";"2375000"
"Toyota";"Yaris";"ATIV CVT 1.3 ";"Hyderabad";"2021";"40000";"Petrol";"1300";"Automatic";"4450000"
"Toyota";"Fortuner";"2.7 VVTi ";"Hyderabad";"2018";"24000";"Petrol";"2700";"Automatic";"13000000"
"Suzuki";"Wagon R";"VXL ";"Hyderabad";"2021";"38000";"Petrol";"1000";"Manual";"2940000"
"Toyota";"Corolla";"GLi Automatic 1.3 VVTi ";"Hyderabad";"2017";"71000";"Petrol";"1300";"Automatic";"3900000"
"Suzuki";"Mehran";"VX Euro II ";"Hyderabad";"2015";"66000";"Petrol";"800";"Manual";"795000"
"Honda";"Civic";"Oriel 1.8 i-VTEC CVT ";"Hyderabad";"2021";"28000";"Petrol";"1800";"Automatic";"6780000"
"Suzuki";"Cultus";"VXL ";"Hyderabad";"2006";"2066";"Petrol";"1000";"Manual";"875000"
"Mitsubishi";"Lancer";"1.5L Automatic ";"Hyderabad";"2006";"283062";"Petrol";"1500";"Automatic";"1625000"
"Toyota";"C-HR";"G-LED ";"Hyderabad";"2018";"101000";"Hybrid";"1800";"Automatic";"8990000"
"Honda";"Civic Reborn";"VTi Oriel Prosmatec 1.8 i-VTEC ";"Hyderabad";"2008";"136000";"Petrol";"1800";"Automatic";"1890000"
"Toyota";"Corolla";"Altis Automatic 1.6 ";"Hyderabad";"2020";"50000";"Petrol";"1600";"Automatic";"5490000"
"Suzuki";"Mehran";"VXR Euro II ";"Hyderabad";"2018";"100000";"Petrol";"796";"Manual";"1190000"
"Suzuki";"Alto";"VXR ";"Hyderabad";"2022";"9500";"Petrol";"660";"Manual";"2610000"
"Hyundai";"Elantra";"GLS ";"Hyderabad";"2022";"3700";"Petrol";"1999";"Automatic";"6750000"
"Daihatsu";"Cuore";"CX Automatic ";"Hyderabad";"2008";"20000";"Petrol";"800";"Automatic";"1050000"
"Honda";"City";"Aspire Prosmatec 1.5 i-VTEC ";"Hyderabad";"2019";"45600";"Petrol";"1500";"Automatic";"4210000"
"Suzuki";"Cultus";"Auto Gear Shift ";"Hyderabad";"2020";"50000";"Petrol";"1000";"Automatic";"3480000"
"Toyota";"Corolla";"Altis X Automatic 1.6 ";"Hyderabad";"2021";"59000";"Petrol";"1600";"Automatic";"5750000"
"Suzuki";"Alto";"VX ";"Hyderabad";"2021";"460";"Petrol";"660";"Manual";"2195000"
"Suzuki";"Swift";"DLX 1.3 ";"Hyderabad";"2013";"120000";"Petrol";"1300";"Manual";"1820000"
"Toyota";"Vitz";"U 1.0 ";"Hyderabad";"2008";"200000";"Petrol";"1000";"Automatic";"1950000"
"Honda";"City";"Aspire Prosmatec 1.5 i-VTEC ";"Hyderabad";"2018";"92000";"Petrol";"1500";"Automatic";"3950000"
"Toyota";"Vitz";"F 1.0 ";"Hyderabad";"2019";"79000";"Petrol";"996";"Automatic";"3975000"
"Honda";"Vezel";"Hybrid Z ";"Hyderabad";"2019";"19000";"Hybrid";"1500";"Automatic";"9350000"
"Toyota";"Corolla";"Altis SR Cruisetronic 1.6 ";"Hyderabad";"2013";"129000";"Petrol";"1600";"Automatic";"3400000"
"Toyota";"Corolla";"Altis X Automatic 1.6 ";"Hyderabad";"2021";"42167";"Petrol";"1600";"Automatic";"5950000"
"Toyota";"Prado";"TX Limited 2.7 ";"Hyderabad";"2015";"91000";"Petrol";"2700";"Automatic";"22000000"
"MG";"HS";"1.5 Turbo ";"Hyderabad";"2021";"20500";"Petrol";"1490";"Automatic";"7250000"
"Toyota";"Corolla";"X 1.3 ";"Hyderabad";"2003";"200000";"Petrol";"1300";"Automatic";"2975000"
"MG";"HS";"Essence ";"Hyderabad";"2023";"248";"Petrol";"1500";"Automatic";"8350000"
"Mercedes";"Benz C Class";"C180 ";"Hyderabad";"2009";"124000";"Petrol";"1800";"Automatic";"4950000"
"Honda";"Civic Rebirth";"VTi Oriel Prosmatec 1.8 i-VTEC ";"Hyderabad";"2013";"155000";"Petrol";"1800";"Automatic";"3500000"
"Suzuki";"Wagon R";"VXL ";"Hyderabad";"2022";"11400";"Petrol";"1000";"Manual";"3150000"
"Suzuki";"Mehran";"VX ";"Hyderabad";"2010";"100000";"Petrol";"800";"Manual";"995000"
"Toyota";"Corolla Axio";"Hybrid 1.5 ";"Hyderabad";"2015";"87000";"Petrol";"1500";"Automatic";"5500000"
"Honda";"Vezel";"Hybrid Z ";"Hyderabad";"2015";"153000";"Hybrid";"1500";"Automatic";"5300000"
"Nissan";"Note";"1.2E ";"Hyderabad";"2016";"67000";"Hybrid";"1198";"Automatic";"4400000"
"Suzuki";"Cultus";"VXLi ";"Hyderabad";"2011";"34180";"Petrol";"1000";"Manual";"1450000"
"Suzuki";"Every";"PC ";"Hyderabad";"2019";"1";"Petrol";"660";"Automatic";"2680000"
"Toyota";"Prius";"G Touring Selection 1.5 ";"Hyderabad";"2007";"160000";"Petrol";"1500";"Automatic";"3175000"
"Mitsubishi";"Lancer";"GLX 1.6 ";"Hyderabad";"1993";"100000";"Petrol";"1600";"Manual";"550000"
"KIA";"Picanto";"1.0 MT ";"Hyderabad";"2021";"5700";"Petrol";"998";"Manual";"2495000"
"Suzuki";"Wagon R";"VXL ";"Hyderabad";"2017";"109000";"Petrol";"1000";"Manual";"2100000"
"Suzuki";"Cultus";"VXL ";"Hyderabad";"2020";"70000";"Petrol";"1000";"Manual";"2900000"
"Suzuki";"Alto";"VXL AGS ";"Hyderabad";"2022";"34000";"Petrol";"660";"Automatic";"3100000"
"Honda";"Civic Eagle Eye";"VTi Oriel 1.6 ";"Hyderabad";"2006";"215000";"Petrol";"1600";"Manual";"1450000"
"Honda";"HR-V";"VTi-S ";"Hyderabad";"2022";"9500";"Petrol";"1500";"Automatic";"7550000"
"Toyota";"Yaris";"ATIV CVT 1.3 ";"Hyderabad";"2021";"41000";"Petrol";"1300";"Automatic";"4550000"
"Toyota";"Vitz";"F Limited 1.0 ";"Hyderabad";"2014";"140000";"Petrol";"1000";"Automatic";"2925000"
"Toyota";"Corolla";"GLi Automatic 1.3 VVTi ";"Hyderabad";"2020";"65000";"Petrol";"1300";"Automatic";"4645000"
"Honda";"Freed";"Hybrid EX ";"Hyderabad";"2018";"35000";"Petrol";"1500";"Automatic";"5600000"
"Honda";"Civic Eagle Eye";"EXi Prosmatec ";"Hyderabad";"2005";"137845";"Petrol";"1500";"Automatic";"1250000"
"Honda";"Vezel";"Hybrid RS Honda Sensing  ";"Hyderabad";"2016";"81000";"Petrol";"1500";"Automatic";"6300000"
"Toyota";"Belta";"X 1.0 ";"Hyderabad";"2011";"125000";"Petrol";"1000";"Automatic";"2295000"
"Toyota";"Corolla";"Altis SR Cruisetronic 1.8 ";"Hyderabad";"2011";"153800";"Petrol";"1800";"Automatic";"2750000"
"Honda";"City";"Aspire 1.5 i-VTEC ";"Hyderabad";"2017";"56400";"Petrol";"1500";"Manual";"3350000"
"Suzuki";"Mehran";"VXR (CNG) ";"Hyderabad";"2008";"88000";"Petrol";"800";"Manual";"625000"
"Daihatsu";"Mira";"L ";"Hyderabad";"2007";"200000";"Petrol";"660";"Automatic";"1600000"
"Suzuki";"Mehran";"VXR Euro II ";"Hyderabad";"2017";"88000";"Petrol";"796";"Manual";"1200000"
"FAW";"Carrier";"Standard ";"Hyderabad";"2013";"12345";"Petrol";"1000";"Manual";"635000"
"Nissan";"Dayz";"X ";"Hyderabad";"2021";"26500";"Petrol";"659";"Automatic";"3775000"
"Honda";"Civic";"EXi Prosmatec ";"Hyderabad";"2005";"137854";"Petrol";"1500";"Automatic";"1250000"
"Toyota";"Fortuner";"2.7 VVTi ";"Hyderabad";"2014";"80000";"Petrol";"2700";"Automatic";"8000000"
"Suzuki";"Cultus";"VXRi ";"Hyderabad";"2009";"150000";"Petrol";"1000";"Manual";"1000000"
"Suzuki";"Wagon R";"VXL ";"Hyderabad";"2022";"21000";"Petrol";"1000";"Manual";"2950000"
"Toyota";"Corolla";"Altis X Automatic 1.6 ";"Hyderabad";"2021";"38500";"Petrol";"1600";"Automatic";"4980000"
"Suzuki";"Baleno";"JXR ";"Hyderabad";"2005";"100000";"Petrol";"1300";"Manual";"1050000"
"Suzuki";"Cultus";"VXR ";"Hyderabad";"2006";"100000";"Petrol";"1000";"Manual";"675000"
"Suzuki";"Mehran";"VX Euro II ";"Hyderabad";"2015";"65000";"Petrol";"800";"Manual";"950000"
"Daihatsu";"Cuore";"CX ";"Hyderabad";"2004";"100000";"Petrol";"800";"Manual";"875000"
"Toyota";"Corolla";"XLi VVTi ";"Hyderabad";"2015";"132000";"Petrol";"1300";"Manual";"3300000"
"Mitsubishi";"Pajero";"Exceed 2.8D ";"Hyderabad";"1993";"449385";"Diesel";"2800";"Manual";"2350000"
"Toyota";"Prado";"TX Limited 2.7 ";"Hyderabad";"2011";"40000";"Petrol";"2700";"Automatic";"19000000"
"Toyota";"Surf";"SSR-X 2.7 ";"Hyderabad";"2003";"125000";"Petrol";"2700";"Automatic";"6100000"
"Suzuki";"Ciaz";"Manual ";"Hyderabad";"2018";"109000";"Petrol";"1400";"Manual";"3100000"
"Suzuki";"Cultus";"VXL ";"Hyderabad";"2019";"35000";"Petrol";"1000";"Manual";"2950000"
"Honda";"Fit";"1.5 Hybrid S Package ";"Hyderabad";"2013";"149000";"Hybrid";"1500";"Automatic";"3700000"
"Honda";"City";"1.3 i-VTEC ";"Hyderabad";"2018";"152000";"Petrol";"1300";"Manual";"3500000"
"Toyota";"Corolla";"Altis 1.8 ";"Hyderabad";"2018";"60000";"Petrol";"1800";"Manual";"4700000"
"Hyundai";"Sonata";"2.5";"Hyderabad";"2022";"13000";"Petrol";"2497";"Automatic";"11500000"
"Toyota";"Prado";"TX L Package 2.7 ";"Hyderabad";"2013";"39126";"Petrol";"2700";"Automatic";"24500000"
"Hyundai";"Santro";"Club ";"Hyderabad";"2006";"167232";"Petrol";"1000";"Manual";"850000"
"Mercedes";"Benz C Class";"C200 ";"Hyderabad";"2008";"101000";"Petrol";"1800";"Manual";"5000000"
"Toyota";"Land Cruiser";"VX Limited 4.2D ";"Hyderabad";"2006";"12345";"Diesel";"4164";"Automatic";"9900000"
"Suzuki";"Cultus";"VXR ";"Hyderabad";"2003";"123456";"Petrol";"1000";"Manual";"615000"
"Toyota";"Prius";"S 1.8 ";"Hyderabad";"2014";"125000";"Petrol";"1800";"Automatic";"5500000"
"Honda";"Vezel";"Hybrid Z ";"Hyderabad";"2015";"40000";"Hybrid";"1500";"Automatic";"5525000"
"Honda";"Civic";"Oriel 1.8 i-VTEC CVT ";"Hyderabad";"2018";"62000";"Petrol";"1800";"Automatic";"5600000"
"Suzuki";"Alto";"VXL AGS ";"Hyderabad";"2021";"20000";"Petrol";"660";"Automatic";"2800000"
"Daihatsu";"Cast";"Style G SA III ";"Hyderabad";"2020";"14000";"Petrol";"660";"Automatic";"3550000"
"Mazda";"Flair";"XG ";"Hyderabad";"2015";"80000";"Petrol";"660";"Automatic";"2575000"
"Daihatsu";"Move";"X ";"Hyderabad";"2019";"35000";"Petrol";"660";"Automatic";"3375000"
"MG";"HS";"1.5 Turbo ";"Hyderabad";"2022";"25000";"Petrol";"1500";"Automatic";"7500000"
"Toyota";"Corolla";"Altis 1.6 X CVT-i ";"Hyderabad";"2022";"27000";"Petrol";"1600";"Automatic";"6100000"
"Suzuki";"Wagon R";"VXR ";"Hyderabad";"2018";"74000";"Petrol";"1000";"Manual";"2150000"
"Suzuki";"Cultus";"Limited Edition ";"Hyderabad";"2016";"100000";"Petrol";"1000";"Manual";"1750000"
"Honda";"Civic";"Oriel ";"Hyderabad";"2022";"15000";"Petrol";"1500";"Automatic";"8000000"
"Suzuki";"Wagon R";"VXR ";"Hyderabad";"2021";"30000";"Petrol";"1000";"Manual";"2600000"
"Suzuki";"Alto";"VXR ";"Hyderabad";"2022";"18000";"Petrol";"660";"Manual";"2510000"
"Suzuki";"Cultus";"Limited Edition ";"Hyderabad";"2016";"100000";"Petrol";"1000";"Manual";"1500000"
"Suzuki";"Wagon R";"VXL ";"Hyderabad";"2017";"100000";"Petrol";"1000";"Manual";"1850000"
"Honda";"Vezel";"Hybrid Z ";"Hyderabad";"2018";"100000";"Hybrid";"1500";"Automatic";"8500000"
"Honda";"City";"1.3 i-VTEC ";"Hyderabad";"2017";"52676";"Petrol";"1300";"Manual";"3700000"
"Toyota";"C-HR";"G-LED ";"Hyderabad";"2017";"55000";"Hybrid";"1800";"Automatic";"7100000"
"Toyota";"Surf";"SSR-G 2.7 ";"Hyderabad";"1996";"115951";"Petrol";"2700";"Automatic";"4300000"
"Daihatsu";"Mira";"G SA III ";"Hyderabad";"2019";"60000";"Petrol";"660";"Automatic";"3250000"
"Daihatsu";"Move";"X Turbo ";"Hyderabad";"2019";"16000";"Petrol";"660";"Automatic";"3350000"
"Toyota";"Prado";"TX Limited 2.7 ";"Hyderabad";"2011";"42600";"Petrol";"2700";"Automatic";"18600000"
"Suzuki";"Every Wagon";"PZ Turbo Special ";"Hyderabad";"2014";"170000";"Petrol";"660";"Automatic";"1550000"
