"Manufacturer";"Varient";"Details";"India_Locations";"Model";"Distance_Travelled";"Fuel_Type";"Engine_Capacity";"Transmission";"Price_INR"
"Changan";"Karvaan";"Plus ";"Mumbai";"2022";"969";"Petrol";"1000";"Manual";"2700000"
"Toyota";"Fortuner";"Legender  ";"Mumbai";"2023";"60";"Diesel";"2800";"Automatic";"22000000"
"Suzuki";"Mehran";"VXR (CNG) ";"Mumbai";"2008";"100000";"CNG";"800";"Manual";"580000"
"Suzuki";"Cultus";"EURO II ";"Mumbai";"2015";"98653";"Petrol";"1000";"Manual";"1360000"
"Toyota";"Hilux";"Revo V Automatic 2.8 ";"Mumbai";"2022";"16500";"Diesel";"2800";"Automatic";"13400000"
"Toyota";"Hilux";"Revo Rocco ";"Mumbai";"2022";"14000";"Diesel";"2800";"Automatic";"14700000"
"Toyota";"Hilux";"Revo V Automatic 2.8 ";"Mumbai";"2022";"16500";"Diesel";"2800";"Automatic";"13400000"
"Toyota";"Hilux";"Revo Rocco ";"Mumbai";"2022";"14000";"Diesel";"2800";"Automatic";"14700000"
"Toyota";"Corolla";"Altis X Automatic 1.6 ";"Mumbai";"2021";"30000";"Petrol";"1598";"Automatic";"6000000"
"Toyota";"Corolla";"Altis X Automatic 1.6 ";"Mumbai";"2023";"43";"Petrol";"1600";"Automatic";"6900000"
"Suzuki";"Cultus";"VXL ";"Mumbai";"2018";"99000";"Petrol";"1000";"Manual";"2300000"
"Suzuki";"Wagon R";"VXL ";"Mumbai";"2022";"6000";"Petrol";"1000";"Manual";"2850000"
"Toyota";"C-HR";"G-LED ";"Mumbai";"2018";"53000";"Hybrid";"1800";"Automatic";"9300000"
"Toyota";"C-HR";"G-LED ";"Mumbai";"2018";"53000";"Hybrid";"1800";"Automatic";"9300000"
"KIA";"Sportage";"AWD ";"Mumbai";"2023";"1";"Petrol";"1999";"Automatic";"9130000"
"Toyota";"Corolla";"GLi Automatic 1.3 VVTi ";"Mumbai";"2017";"55000";"Petrol";"1300";"Automatic";"3925000"
"Honda";"Civic";"Turbo 1.5 VTEC CVT ";"Mumbai";"2022";"14087";"Petrol";"1500";"Automatic";"9500000"
"KIA";"Sportage";"FWD ";"Mumbai";"2022";"16000";"Petrol";"1999";"Automatic";"7550000"
"Toyota";"Corolla";"Altis Automatic 1.6 ";"Mumbai";"2017";"60000";"Petrol";"1600";"Automatic";""
"Toyota";"Land Cruiser";"ZX ";"Mumbai";"2016";"35129";"Petrol";"4600";"Automatic";""
"Honda";"Civic Rebirth";"VTi Prosmatec 1.8 i-VTEC ";"Mumbai";"2015";"45000";"Petrol";"1800";"Automatic";""
"Honda";"City";"Aspire Prosmatec 1.5 i-VTEC ";"Mumbai";"2020";"36000";"Petrol";"1500";"Automatic";""
"Toyota";"C-HR";"G-LED ";"Mumbai";"2018";"70000";"Hybrid";"1800";"Automatic";"8700000"
"Audi";"A";"1.2 TFSI ";"Mumbai";"2017";"56000";"Petrol";"1200";"Automatic";"8150000"
"Toyota";"Land Cruiser";"ZX ";"Mumbai";"2018";"12000";"Petrol";"4600";"Automatic";""
"Honda";"Civic";"Turbo 1.5 VTEC CVT ";"Mumbai";"2022";"14087";"Petrol";"1500";"Automatic";"9500000"
"KIA";"Sportage";"FWD ";"Mumbai";"2022";"16000";"Petrol";"1999";"Automatic";"7550000"
"Toyota";"Corolla";"Altis Automatic 1.6 ";"Mumbai";"2017";"60000";"Petrol";"1600";"Automatic";""
"Toyota";"Land Cruiser";"ZX ";"Mumbai";"2016";"35129";"Petrol";"4600";"Automatic";""
"Honda";"Civic Rebirth";"VTi Prosmatec 1.8 i-VTEC ";"Mumbai";"2015";"45000";"Petrol";"1800";"Automatic";""
"Honda";"City";"Aspire Prosmatec 1.5 i-VTEC ";"Mumbai";"2020";"36000";"Petrol";"1500";"Automatic";""
"Toyota";"C-HR";"G-LED ";"Mumbai";"2018";"70000";"Hybrid";"1800";"Automatic";"8700000"
"Audi";"A";"1.2 TFSI ";"Mumbai";"2017";"56000";"Petrol";"1200";"Automatic";"8150000"
"Toyota";"Land Cruiser";"ZX ";"Mumbai";"2018";"12000";"Petrol";"4600";"Automatic";""
"Toyota";"Corolla";"Altis Automatic 1.6 ";"Mumbai";"2017";"770000";"Petrol";"1600";"Automatic";"3650000"
"Honda";"City";"1.2L CVT ";"Mumbai";"2022";"8500";"Petrol";"1200";"Automatic";"4600000"
"Toyota";"Hilux";"Revo V Automatic 2.8 ";"Mumbai";"2022";"17000";"Diesel";"2800";"Automatic";"13500000"
"Honda";"Civic";"VTi Oriel Prosmatec 1.8 i-VTEC ";"Mumbai";"2012";"99000";"Petrol";"1800";"Automatic";"2500000"
"Suzuki";"Wagon R";"VXL ";"Mumbai";"2016";"155000";"Petrol";"1000";"Manual";"1750000"
"Toyota";"Corolla";"Altis Automatic 1.6 ";"Mumbai";"2017";"33400";"Petrol";"1600";"Automatic";""
"Toyota";"Passo";"X ";"Mumbai";"2020";"31000";"Petrol";"1000";"Automatic";"4200000"
"Honda";"Civic";"RS ";"Mumbai";"2022";"28000";"Petrol";"1500";"Automatic";""
"Toyota";"Corolla";"Altis Automatic 1.6 ";"Mumbai";"2017";"75000";"Petrol";"1600";"Automatic";""
"Suzuki";"Alto";"VXR ";"Mumbai";"2003";"400000";"Petrol";"1000";"Automatic";"999000"
"Toyota";"Corolla";"Altis Automatic 1.6 ";"Mumbai";"2017";"33400";"Petrol";"1600";"Automatic";""
"Toyota";"Passo";"X ";"Mumbai";"2020";"31000";"Petrol";"1000";"Automatic";"4200000"
"Honda";"Civic";"RS ";"Mumbai";"2022";"28000";"Petrol";"1500";"Automatic";""
"Toyota";"Corolla";"Altis Automatic 1.6 ";"Mumbai";"2017";"75000";"Petrol";"1600";"Automatic";""
"Suzuki";"Alto";"ECO-S ";"Mumbai";"2011";"128000";"Petrol";"660";"Automatic";"1750000"
"Daihatsu";"Cuore";"CX Eco ";"Mumbai";"2006";"87000";"Petrol";"800";"Manual";"700000"
"Honda";"Civic Rebirth";"VTi Oriel Prosmatec 1.8 i-VTEC ";"Mumbai";"2015";"87000";"Petrol";"1800";"Automatic";"3750000"
"Suzuki";"Alto";"VXR ";"Mumbai";"2003";"400000";"Petrol";"1000";"Automatic";"999000"
"Toyota";"Corolla";"XLi VVTi ";"Mumbai";"2015";"82000";"Petrol";"1300";"Manual";"2700000"
"Daihatsu";"Mira";"L ";"Mumbai";"2020";"1000";"Petrol";"660";"Automatic";"3850000"
"Daihatsu";"Mira";"L ";"Mumbai";"2020";"7000";"Petrol";"660";"Automatic";"3800000"
"KIA";"Sportage";"AWD ";"Mumbai";"2021";"32000";"Petrol";"2000";"Automatic";"7450000"
"Daihatsu";"Mira";"L ";"Mumbai";"2020";"1000";"Petrol";"660";"Automatic";"3850000"
"Daihatsu";"Mira";"L ";"Mumbai";"2020";"7000";"Petrol";"660";"Automatic";"3800000"
"KIA";"Sportage";"AWD ";"Mumbai";"2021";"32000";"Petrol";"2000";"Automatic";"7450000"
"Suzuki";"Alto";"VXR ";"Mumbai";"2022";"29000";"Petrol";"660";"Manual";"2350000"
"Suzuki";"Khyber";"GA ";"Mumbai";"1989";"200000";"Petrol";"1000";"Manual";"220000"
"Suzuki";"Alto";"VXL AGS ";"Mumbai";"2022";"3000";"Petrol";"660";"Automatic";"2880000"
"Suzuki";"Cultus";"VXL ";"Mumbai";"2019";"53000";"Petrol";"1000";"Manual";"2650000"
"Daihatsu";"Mira";"L ";"Mumbai";"2020";"29000";"Petrol";"660";"Automatic";"3700000"
"Toyota";"Land Cruiser";"ZX ";"Mumbai";"2017";"48000";"Petrol";"4600";"Automatic";"52000000"
"Daihatsu";"Mira";"L ";"Mumbai";"2020";"29000";"Petrol";"660";"Automatic";"3700000"
"Toyota";"Land Cruiser";"ZX ";"Mumbai";"2017";"48000";"Petrol";"4600";"Automatic";"52000000"
"Suzuki";"Mehran";"VXR Euro II ";"Mumbai";"2018";"35000";"Petrol";"796";"Manual";"1450000"
"Honda";"Civic";"Oriel 1.8 i-VTEC CVT ";"Mumbai";"2021";"41000";"Petrol";"1800";"Automatic";"6600000"
"Toyota";"Harrier";"Elegance ";"Mumbai";"2008";"130000";"Hybrid";"3300";"Automatic";"5800000"
"Daihatsu";"Mira";"X SA lll ";"Mumbai";"2020";"35000";"Petrol";"660";"Automatic";"3600000"
"Honda";"Vezel";"X ";"Mumbai";"2017";"46800";"Petrol";"1500";"Automatic";"7000000"
"Toyota";"Fortuner";"2.8 Sigma 4 ";"Mumbai";"2022";"17000";"Diesel";"2800";"Automatic";""
"Daihatsu";"Mira";"X SA lll ";"Mumbai";"2020";"35000";"Petrol";"660";"Automatic";"3600000"
"Honda";"Vezel";"X ";"Mumbai";"2017";"46800";"Petrol";"1500";"Automatic";"7000000"
"Toyota";"Fortuner";"2.8 Sigma 4 ";"Mumbai";"2022";"17000";"Diesel";"2800";"Automatic";""
"Suzuki";"Cultus";"VXL ";"Mumbai";"2017";"60000";"Petrol";"1000";"Manual";"2400000"
"Honda";"City";"1.5 i-VTEC Prosmatec ";"Mumbai";"2018";"34000";"Petrol";"1500";"Automatic";"3670000"
"Suzuki";"Wagon R";"VXL ";"Mumbai";"2021";"20000";"Petrol";"1000";"Manual";"2850000"
"Suzuki";"Bolan";"VX Euro II ";"Mumbai";"2019";"85000";"Petrol";"800";"Manual";"1520000"
"Suzuki";"Mehran";"VX ";"Mumbai";"2010";"65000";"Petrol";"800";"Manual";"595000"
"Suzuki";"Alto";"VXR ";"Mumbai";"2007";"150000";"Petrol";"1000";"Manual";"660000"
"Honda";"Civic Rebirth";"VTi Oriel Prosmatec 1.8 i-VTEC ";"Mumbai";"2013";"76000";"Petrol";"1800";"Automatic";"2975000"
"Toyota";"Fortuner";"Legender  ";"Mumbai";"2022";"10500";"Diesel";"2800";"Automatic";"19000000"
"Toyota";"Hilux";"Revo V Automatic 2.8 ";"Mumbai";"2019";"58500";"Diesel";"2800";"Automatic";"10800000"
"Toyota";"Hilux";"Revo V Automatic 2.8 ";"Mumbai";"2019";"58500";"Diesel";"2800";"Automatic";"10800000"
"Honda";"City";"1.5L ASPIRE CVT ";"Mumbai";"2022";"10500";"Petrol";"1500";"Automatic";"5225000"
"Toyota";"Corolla";"GLi 1.3 VVTi Special Edition ";"Mumbai";"2018";"44000";"Petrol";"1300";"Manual";"3580000"
"KIA";"Sportage";"AWD ";"Mumbai";"2020";"39000";"Petrol";"1999";"Automatic";"7275000"
"Toyota";"Passo";"Moda G ";"Mumbai";"2018";"59800";"Petrol";"1000";"Automatic";"3975000"
"Toyota";"Passo";"Moda G ";"Mumbai";"2018";"59800";"Petrol";"1000";"Automatic";"3975000"
"Suzuki";"Cultus";"VXRi ";"Mumbai";"2011";"86431";"Petrol";"1000";"Manual";"1125000"
"Toyota";"Fortuner";"2.7 V ";"Mumbai";"2021";"41500";"Petrol";"2700";"Automatic";"13100000"
"Daihatsu";"Cuore";"CX Automatic ";"Mumbai";"2008";"1";"Petrol";"800";"Automatic";"900000"
"Daihatsu";"Mira";"L ";"Mumbai";"2014";"120000";"Petrol";"660";"Automatic";"2450000"
"Honda";"Civic";"VTi Oriel Prosmatec 1.8 i-VTEC ";"Mumbai";"2016";"69000";"Petrol";"1800";"Automatic";"3950000"
"Toyota";"Yaris";"ATIV X CVT 1.5 ";"Mumbai";"2021";"19000";"Petrol";"1500";"Automatic";"4965000"
"Toyota";"Fortuner";"2.8 Sigma 4 ";"Mumbai";"2022";"3600";"Diesel";"2800";"Automatic";"19000000"
"Toyota";"Fortuner";"2.8 Sigma 4 ";"Mumbai";"2022";"3600";"Diesel";"2800";"Automatic";"19000000"
"Suzuki";"Mehran";"VX ";"Mumbai";"2012";"61000";"Petrol";"800";"Manual";"725000"
"Honda";"Civic";"Oriel 1.8 i-VTEC CVT ";"Mumbai";"2021";"19000";"Petrol";"1800";"Automatic";"6195000"
"Honda";"Civic Rebirth";"Oriel Prosmatec UG ";"Mumbai";"2015";"99000";"Petrol";"1800";"Automatic";"3990000"
"Toyota";"Corolla";"Altis Grande X CVT-i 1.8 Black Interior ";"Mumbai";"2021";"40000";"Petrol";"1798";"Automatic";"6500000"
"Honda";"Civic Reborn";"VTi Prosmatec 1.8 i-VTEC ";"Mumbai";"2011";"1";"Petrol";"1800";"Automatic";"2170000"
"Suzuki";"Alto";"ECO-S ";"Mumbai";"2014";"60000";"Petrol";"660";"Automatic";"2150000"
"Daihatsu";"Cuore";"CX Eco ";"Mumbai";"2011";"166000";"Petrol";"800";"Manual";"1025000"
"Honda";"Civic";"Oriel 1.8 i-VTEC CVT ";"Mumbai";"2018";"43000";"Petrol";"1800";"Automatic";""
"Honda";"Civic";"Oriel 1.8 i-VTEC CVT ";"Mumbai";"2020";"51000";"Petrol";"1800";"Automatic";""
"Honda";"Civic";"RS ";"Mumbai";"2022";"44000";"Petrol";"1498";"Automatic";"9050000"
"Porsche";"Boxster";"S 3.2 ";"Mumbai";"2003";"72000";"Petrol";"3200";"Automatic";""
"Honda";"Civic";"VTi Oriel Prosmatec 1.8 i-VTEC ";"Mumbai";"2014";"30000";"Petrol";"1800";"Automatic";"4170000"
"Honda";"Civic";"Oriel 1.8 i-VTEC CVT ";"Mumbai";"2018";"54000";"Petrol";"1800";"Automatic";"4650000"
"Honda";"Civic";"Oriel 1.8 i-VTEC CVT ";"Mumbai";"2018";"43000";"Petrol";"1800";"Automatic";""
"Honda";"Civic";"Oriel 1.8 i-VTEC CVT ";"Mumbai";"2020";"51000";"Petrol";"1800";"Automatic";""
"Honda";"Civic";"RS ";"Mumbai";"2022";"44000";"Petrol";"1498";"Automatic";"9050000"
"Porsche";"Boxster";"S 3.2 ";"Mumbai";"2003";"72000";"Petrol";"3200";"Automatic";""
"Hyundai";"Elantra";"GLS ";"Mumbai";"2023";"1";"Petrol";"2000";"Automatic";"7300000"
"Honda";"Civic";"VTi Oriel Prosmatec 1.8 i-VTEC ";"Mumbai";"2014";"30000";"Petrol";"1800";"Automatic";"4170000"
"Honda";"Civic";"Oriel 1.8 i-VTEC CVT ";"Mumbai";"2018";"54000";"Petrol";"1800";"Automatic";"4650000"
"Toyota";"Land Cruiser";"VX Limited 4.2D ";"Mumbai";"2004";"82000";"Diesel";"4200";"Automatic";"7800000"
"Honda";"Civic";"Oriel ";"Mumbai";"2022";"19000";"Petrol";"1498";"Automatic";"8800000"
"Hyundai";"Tucson";"AWD A/T Ultimate ";"Mumbai";"2021";"2192";"Petrol";"1999";"Automatic";"8740000"
"Toyota";"Hilux";"Revo Rocco ";"Mumbai";"2022";"14823";"Diesel";"2800";"Automatic";"14700000"
"Honda";"Civic";"Oriel ";"Mumbai";"2022";"19000";"Petrol";"1498";"Automatic";"8800000"
"Hyundai";"Tucson";"AWD A/T Ultimate ";"Mumbai";"2021";"2192";"Petrol";"1999";"Automatic";"8740000"
"Toyota";"Hilux";"Revo Rocco ";"Mumbai";"2022";"14823";"Diesel";"2800";"Automatic";"14700000"
"Daihatsu";"Hijet";"Special ";"Mumbai";"2016";"135000";"Petrol";"660";"Automatic";"1800000"
"Suzuki";"Mehran";"VXR ";"Mumbai";"2008";"100000";"Petrol";"800";"Manual";"830000"
"BMW";"";"530i ";"Mumbai";"2006";"99800";"Petrol";"3000";"Automatic";"4385000"
"Peugeot";"";"2022 Allure ";"Mumbai";"2022";"12000";"Petrol";"1199";"Automatic";"6800000"
"Hyundai";"Elantra";"GLS ";"Mumbai";"2023";"10100";"Petrol";"1999";"Automatic";"7150000"
"Daihatsu";"Cuore";"CX Eco ";"Mumbai";"2007";"123489";"Petrol";"800";"Manual";"680000"
"Toyota";"Corolla Indus";"GL ";"Mumbai";"1999";"150000";"Petrol";"1300";"Manual";"1090000"
"Toyota";"Corolla Indus";"GL ";"Mumbai";"1999";"150000";"Petrol";"1300";"Manual";"1090000"
"Suzuki";"Hustler";"G ";"Mumbai";"2015";"130000";"Petrol";"660";"Automatic";"2350000"
"Toyota";"Corolla";"SE Saloon Automatic ";"Mumbai";"2003";"91000";"Petrol";"1600";"Automatic";"1780000"
"Suzuki";"Cultus";"EURO II ";"Mumbai";"2014";"100000";"Petrol";"1000";"Manual";"1370000"
"Suzuki";"Cultus";"EURO II ";"Mumbai";"2014";"100000";"Petrol";"1000";"Manual";"1370000"
"KIA";"Stonic";"EX+ ";"Mumbai";"2022";"21000";"Petrol";"1368";"Automatic";"5500000"
"Toyota";"Fortuner";"TRD Sportivo ";"Mumbai";"2021";"10000";"Diesel";"2800";"Automatic";"19000000"
"Daihatsu";"Mira";"X Memorial Edition ";"Mumbai";"2012";"129000";"Petrol";"660";"Automatic";"2125000"
"Hyundai";"Tucson";"AWD A/T Ultimate ";"Mumbai";"2021";"58000";"Petrol";"1999";"Automatic";"7700000"
"Toyota";"Hilux";"Revo Rocco ";"Mumbai";"2023";"170";"Diesel";"2800";"Automatic";"16000000"
"Suzuki";"Alto";"VXR ";"Mumbai";"2011";"104000";"Petrol";"1000";"Manual";"875000"
"Suzuki";"Cultus";"EURO II ";"Mumbai";"2014";"85000";"Petrol";"1000";"Manual";"1295000"
"Honda";"City";"EXi ";"Mumbai";"2001";"200000";"Petrol";"1300";"Manual";"860000"
"Mitsubishi";"Lancer";"GLX 1.3 ";"Mumbai";"2005";"45000";"Petrol";"1300";"Manual";"935000"
"Mercedes";"Benz C Class";"C180 ";"Mumbai";"2005";"220000";"Petrol";"1800";"Automatic";"3150000"
"Honda";"City";"1.3 i-VTEC Prosmatec ";"Mumbai";"2010";"99000";"Petrol";"1300";"Automatic";"2400000"
"Honda";"City";"1.5L ASPIRE CVT ";"Mumbai";"2022";"15";"Petrol";"1497";"Automatic";"5700000"
"KIA";"Picanto";"1.0 AT ";"Mumbai";"2019";"39000";"Petrol";"1000";"Automatic";"2700000"
"Suzuki";"Bolan";"VX Euro II ";"Mumbai";"2015";"75000";"Petrol";"800";"Manual";"950000"
"Toyota";"Corolla";"GLi Automatic 1.3 VVTi ";"Mumbai";"2017";"12000";"Petrol";"1300";"Automatic";"4400000"
"Toyota";"Corolla";"Altis Grande X CVT-i 1.8 Beige Interior ";"Mumbai";"2022";"15000";"Petrol";"1799";"Automatic";"7200000"
"Daihatsu";"Hijet";"Cruise ";"Mumbai";"2013";"97000";"Petrol";"660";"Automatic";"1750000"
"Toyota";"Passo";"X L Package ";"Mumbai";"2014";"85000";"Petrol";"1000";"Automatic";"2675000"
"Daihatsu";"Cuore";"CX Automatic ";"Mumbai";"2008";"90000";"Petrol";"800";"Automatic";"1060000"
"Toyota";"Corolla";"Altis 1.6 X CVT-i Special Edition ";"Mumbai";"2023";"50";"Petrol";"1600";"Automatic";"7575000"
"Toyota";"Corolla";"XLi VVTi Limited Edition ";"Mumbai";"2013";"95000";"Petrol";"1300";"Manual";"2500000"
"Audi";"e-tron";"50 Quattro 230 kW ";"Mumbai";"2022";"700";"Electric";"60";"Automatic";""
"Toyota";"Yaris";"ATIV X CVT 1.5 ";"Mumbai";"2022";"11000";"Petrol";"1500";"Automatic";"5175000"
"Toyota";"Prado";"TX 2.7 ";"Mumbai";"2014";"40985";"Petrol";"2700";"Automatic";"20000000"
"Daihatsu";"Cuore";"CX Automatic ";"Mumbai";"2008";"90000";"Petrol";"800";"Automatic";"1060000"
"Toyota";"Corolla";"Altis 1.6 X CVT-i Special Edition ";"Mumbai";"2023";"50";"Petrol";"1600";"Automatic";"7575000"
"Toyota";"Corolla";"XLi VVTi Limited Edition ";"Mumbai";"2013";"95000";"Petrol";"1300";"Manual";"2500000"
"Audi";"e-tron";"50 Quattro 230 kW ";"Mumbai";"2022";"700";"Electric";"60";"Automatic";""
"Toyota";"Yaris";"ATIV X CVT 1.5 ";"Mumbai";"2022";"11000";"Petrol";"1500";"Automatic";"5175000"
"Changan";"Alsvin";"1.5L DCT Lumiere ";"Mumbai";"2021";"25190";"Petrol";"1500";"Automatic";"3800000"
"Suzuki";"Cultus";"VX ";"Mumbai";"2004";"40000";"Petrol";"1000";"Manual";"620000"
"Honda";"Civic";"VTi Oriel 1.6 ";"Mumbai";"2003";"180000";"Petrol";"1600";"Manual";"1000000"
"Toyota";"Prado";"TX 2.7 ";"Mumbai";"2014";"40985";"Petrol";"2700";"Automatic";"20000000"
"Toyota";"Prado";"TX 2.7 ";"Mumbai";"2018";"48000";"Petrol";"2700";"Automatic";"28500000"
"Honda";"Vezel";"Hybrid Z ";"Mumbai";"2016";"59000";"Hybrid";"1500";"Automatic";"6245000"
"Toyota";"Prado";"TX 2.7 ";"Mumbai";"2018";"48000";"Petrol";"2700";"Automatic";"28500000"
"Toyota";"Corolla";"Altis X Automatic 1.6 ";"Mumbai";"2022";"7100";"Petrol";"1600";"Automatic";"5950000"
"Proton";"Saga";"1.3L Ace A/T ";"Mumbai";"2022";"8200";"Petrol";"1300";"Automatic";"3350000"
"Suzuki";"Baleno";"JXR ";"Mumbai";"2004";"98000";"Petrol";"1300";"Manual";"810000"
"Toyota";"Prado";"TX Limited 3.4 ";"Mumbai";"2005";"150000";"Petrol";"3400";"Automatic";""
"Honda";"Civic";"VTi 1.8 i-VTEC ";"Mumbai";"2016";"73000";"Petrol";"1800";"Manual";"3295000"
"Honda";"Vezel";"Hybrid Z ";"Mumbai";"2016";"59000";"Hybrid";"1500";"Automatic";"6245000"
"Toyota";"Fortuner";"2.7 G ";"Mumbai";"2021";"14000";"Petrol";"2700";"Automatic";"13500000"
"Honda";"Civic";"1.5 VTEC Turbo Oriel ";"Mumbai";"2022";"28000";"Petrol";"1500";"Automatic";"8350000"
"Toyota";"Fortuner";"2.7 G ";"Mumbai";"2021";"14000";"Petrol";"2700";"Automatic";"13500000"
"Honda";"Civic";"1.5 VTEC Turbo Oriel ";"Mumbai";"2022";"28000";"Petrol";"1500";"Automatic";"8350000"
"Suzuki";"Cultus";"VXR ";"Mumbai";"2007";"85000";"Petrol";"1000";"Manual";"850000"
"Suzuki";"Liana";"LXi Sport ";"Mumbai";"2006";"165000";"Petrol";"1300";"Manual";"785000"
"Chery";"Tiggo";"1.6 DEX Plus ";"Mumbai";"2023";"7560";"Petrol";"1600";"Automatic";"9400000"
"Proton";"X";"Premium FWD ";"Mumbai";"2022";"17000";"Petrol";"1500";"Automatic";"8500000"
"Chery";"Tiggo";"1.6 DEX Plus ";"Mumbai";"2023";"7560";"Petrol";"1600";"Automatic";"9400000"
"Proton";"X";"Premium FWD ";"Mumbai";"2022";"17000";"Petrol";"1500";"Automatic";"8500000"
"Toyota";"Passo";"X ";"Mumbai";"2012";"97000";"Petrol";"1000";"Automatic";"2600000"
"Toyota";"Corolla";"Altis Grande CVT-i 1.8 ";"Mumbai";"2018";"68000";"Petrol";"1800";"Automatic";"4095000"
"Toyota";"Raize";"Z ";"Mumbai";"2020";"12000";"Petrol";"1000";"Automatic";"6050000"
"Suzuki";"Mehran";"VXR Euro II ";"Mumbai";"2019";"62000";"Petrol";"796";"Manual";"1140000"
"Nissan";"Dayz";"Highway star G ";"Mumbai";"2013";"88000";"Petrol";"659";"Automatic";"2090000"
"Toyota";"Corolla";"Altis Grande X CVT-i 1.8 Beige Interior ";"Mumbai";"2021";"38000";"Petrol";"1800";"Automatic";"6350000"
"Honda";"Civic Eagle Eye";"EXi Prosmatec ";"Mumbai";"2005";"104";"Petrol";"1500";"Automatic";"1250000"
"Toyota";"Corolla";"Altis Grande X CVT-i 1.8 Beige Interior ";"Mumbai";"2021";"38000";"Petrol";"1800";"Automatic";"6350000"
"Honda";"Civic Eagle Eye";"VTi Oriel Prosmatec 1.6 ";"Mumbai";"2005";"168000";"Petrol";"1600";"Automatic";"1500000"
"Honda";"BR-V";"i-VTEC S ";"Mumbai";"2021";"18000";"Petrol";"1500";"Automatic";"5300000"
"Toyota";"Corolla";"Altis Grande CVT-i 1.8 ";"Mumbai";"2016";"74000";"Petrol";"1798";"Automatic";"4150000"
"Subaru";"Brz";"Premium ";"Mumbai";"2016";"13000";"Petrol";"2000";"Manual";""
"Range";"Rover Vogue";"P400e ";"Mumbai";"2018";"27000";"Petrol";"1997";"Automatic";""
"Honda";"Vezel";"Hybrid Z ";"Mumbai";"2018";"38000";"Hybrid";"1500";"Automatic";"8850000"
"Toyota";"Land Cruiser";"AX ";"Mumbai";"2016";"24000";"Petrol";"4600";"Automatic";""
"Honda";"Accord";"CL7 ";"Mumbai";"2006";"112000";"Petrol";"2000";"Automatic";"2395000"
"Toyota";"Corolla";"GLi 1.3 VVTi ";"Mumbai";"2013";"92000";"Petrol";"1300";"Manual";"2195000"
"Subaru";"Brz";"Premium ";"Mumbai";"2016";"13000";"Petrol";"2000";"Manual";""
"Range";"Rover Vogue";"P400e ";"Mumbai";"2018";"27000";"Petrol";"1997";"Automatic";""
"Honda";"Vezel";"Hybrid Z ";"Mumbai";"2018";"38000";"Hybrid";"1500";"Automatic";"8850000"
"Toyota";"Land Cruiser";"AX ";"Mumbai";"2016";"24000";"Petrol";"4600";"Automatic";""
"Toyota";"Corolla";"Altis Automatic 1.6 ";"Mumbai";"2019";"50000";"Petrol";"1600";"Automatic";"5200000"
"Daihatsu";"Cuore";"CX Automatic ";"Mumbai";"2009";"149967";"Petrol";"800";"Automatic";"1150000"
"Suzuki";"Swift";"DLX Automatic 1.3 ";"Mumbai";"2014";"97300";"Petrol";"1300";"Automatic";"1985000"
"Honda";"Accord";"CL7 ";"Mumbai";"2006";"112000";"Petrol";"2000";"Automatic";"2395000"
"Toyota";"Corolla";"GLi 1.3 VVTi ";"Mumbai";"2013";"92000";"Petrol";"1300";"Manual";"2195000"
"Daihatsu";"Cuore";"CX Eco ";"Mumbai";"2007";"125000";"Petrol";"800";"Manual";"725000"
"Toyota";"Hiace";"High-Roof 3.0 ";"Mumbai";"2017";"246000";"Diesel";"3000";"Automatic";"8500000"
"Toyota";"Corolla";"GLi Automatic 1.6 VVTi ";"Mumbai";"2013";"106000";"Petrol";"1600";"Automatic";""
"Toyota";"Hiace";"High-Roof 3.0 ";"Mumbai";"2017";"246000";"Diesel";"3000";"Automatic";"8500000"
"Toyota";"Corolla";"GLi Automatic 1.6 VVTi ";"Mumbai";"2013";"106000";"Petrol";"1600";"Automatic";""
"Honda";"City";"1.3 i-VTEC ";"Mumbai";"2011";"106000";"Petrol";"1300";"Manual";"2250000"
"Toyota";"Corolla";"GLi 1.3 VVTi ";"Mumbai";"2019";"70000";"Petrol";"1300";"Manual";"3950000"
"Honda";"Civic Reborn";"VTi Oriel Prosmatec 1.8 i-VTEC ";"Mumbai";"2009";"98000";"Petrol";"1800";"Automatic";"2395000"
"Mercedes";"Benz C Class";"C180 ";"Mumbai";"2016";"19999";"Petrol";"1600";"Automatic";"22500000"
"Toyota";"Hilux";"Revo V Automatic 2.8 ";"Mumbai";"2020";"75000";"Diesel";"2800";"Automatic";"11100000"
"Toyota";"Hilux";"Revo V Automatic 3.0  ";"Mumbai";"2017";"73580";"Diesel";"3000";"Automatic";"8725000"
"Nissan";"Clipper";"DX ";"Mumbai";"2018";"95000";"Petrol";"660";"Automatic";""
"Toyota";"Hilux";"Revo V Automatic 2.8 ";"Mumbai";"2020";"75000";"Diesel";"2800";"Automatic";"11100000"
"Toyota";"Hilux";"Revo V Automatic 3.0  ";"Mumbai";"2017";"73580";"Diesel";"3000";"Automatic";"8725000"
"Nissan";"Clipper";"DX ";"Mumbai";"2018";"95000";"Petrol";"660";"Automatic";""
"Toyota";"Corolla";"Altis Manual 1.6 ";"Mumbai";"2020";"20000";"Petrol";"1600";"Manual";"4500000"
"Daihatsu";"Cast";"Style G SA III ";"Mumbai";"2016";"55800";"Petrol";"660";"Automatic";"2950000"
"Toyota";"Corolla";"XLi ";"Mumbai";"2004";"135000";"Petrol";"1300";"Manual";"1390000"
